scenario	tau	writes	write_rate	writes_per_1k_tokens	writes_per_1k_records	pr_auc
A	0.8	512	0.5	3.275144087149537	500.0	1.0
A	1.0	512	0.5	3.275144087149537	500.0	1.0
A	1.2	512	0.5	3.275144087149537	500.0	1.0
A	1.4	512	0.5	3.2753326509723646	500.0	1.0
A	1.6	512	0.5	3.275144087149537	500.0	1.0
