scenario	tau	writes	write_rate	writes_per_1k_tokens	writes_per_1k_records	pr_auc
C	0.5	41	1.0	9.113136252500556	1000.0	1.0
C	1.0	41	1.0	9.113136252500556	1000.0	1.0
C	1.5	41	1.0	10.014655593551538	1000.0	1.0
C	2.0	41	1.0	9.113136252500556	1000.0	1.0
C	2.5	41	1.0	9.113136252500556	1000.0	1.0
C	3.0	41	1.0	9.905774341628412	1000.0	1.0
C	3.5	41	1.0	9.905774341628412	1000.0	1.0
