scenario	tau	writes	write_rate	writes_per_1k_tokens	writes_per_1k_records	pr_auc
A	1.2	256	0.5	3.2119645680158593	500.0	1.0
A	1.4	256	0.5	3.2119645680158593	500.0	1.0
A	1.6	256	0.5	3.2119645680158593	500.0	1.0
A	1.8	256	0.5	3.2119645680158593	500.0	1.0
A	2.0	256	0.5	3.2119645680158593	500.0	1.0
